arabic,english
خالد,Khaled
دهقان,Dehghan
خاليب,Khaleb
هولتن,Holten
ثاكسين,Thaksin
كابلوتشي,Capalucci
سوركن,Sorkin
كوريشيلي,Korisheli
نايومس,Naomes
واويلي,Uele
فراتي,Fratti
راشيا,Rashaya
داربو,Drapeau
نورفل,Norvell
غارتنر,Gartner
انجولا,Angola
سككسيس,Skeksis
ارتينا,Artina
زيل,Zyl
بينيوكول,Pinyokul
نيكيناكيس,Nikitakis
زويدي,Zouaydi
غاليغو,Gallego
تامزين,Tamzin
سيسولاث,Sisoulath
غوسي,Goosey
سينيكا,Seneca
لالوبو,Laloupo
وينـزوانغ,Wenzhuang
توبار,Tobar
سكولاموفو,Skulamovo
ماجامبو,Mgambo
اجورا,Agoura
غوسين,Goosen
شاتيغادود,Shatigudud
تيرزيتش,Terzić
بوركونيجاس,Porkornygasse
تيبيرو,Tibeiro
ستيجمان,Stegman
ستهولي,Sithole
غامخوري,Ghamkhori
فالكينمارك,Falkenmark
بيادورا,Piadora
اتول,Atul
هيبرت,Hippert
اشوكا,Ashoka
سيبرجايا,Cyberjaya
وانامي,Wanami
دافيدوفيتش,Davidović
كانيما,Kenaima
كونمينغ,Kunming
كالدر,Calder
بوتيلهو,Botelho
هرمايوني,Hermione
جانكو,Jankow
دوويم,Dowim
بيفروست,Bifrost
ميرفولد,Myhrvold
ديرجيسوس,Dearjesus
افولابي,Afolabi
كامورا,Kamura
ساموشينكا,Samoushenka
نوفيكي,Nowicki
ماكتافش,Mactavish
دورسي,Durce
تومسلاف,Tomislav
اتابو,Attapeu
بنزون,Pinzon
كوليبراس,Culebras
ناتهولال,Nathulal
غيردا,Gerda
اميت,Ammit
بيلاسيك,Belicec
دريكسل,Drexyl
رادوفيس,Radovis
لاماركو,Lamarco
شيشيكورا,Shishikura
فرانسون,Franson
سانديا,Sandhya
سيورا,Sayora
بيرين,Beren
راستوفاك,Rastovac
بيوبين,Beaubien
هيماي,Heimaey
اكروفا,Akarova
مكماجما,Mcmagma
بريماه,Brimah
مينكي,Meineke
ديميراي,Demiray
بريماي,Brimay
وجيابا,Wujiaba
جنان,Janan
جاناك,Janak
جاناي,Janae
سيفيون,Savion
اماديو,Amadeu
امادي,Amadei
جانكس,Janax
اماديو,Amadeo
كاسيانجو,Kasyanju
كويتمان,Quitman
امادي,Amadee
بوسياك,Busiak
جولي,Jølle
دراكولا,Drakulya
كولب,Kulp
بايلوندو,Bailundo
كيجال,Kijal
كولي,Kuli
نتالي,Natalie
باريوس,Barios
روبوتراب,Robotrap
تانوتزو,Tanuzzo
نتاليا,Natalia
يافوز,Yavuz
مورهيد,Moorhead
تروكيوك,Trociuk
هينس,Hens
شولر,Shuller
هولمان,Holman
بولغاكوف,Bulgakov
فارلن,Farlen
ميريسيك,Marecek
ستيدماير,Stedmeyer
باكشي,Bakshi
فارلي,Farley
بتروفا,Petrova
نغارتا,Ngarta
خاشاتريان,Khachatrian
هوالاغا,Huallaga
مكتوات,Mctwat
بوتوني,Butoni
تاموفي,Tamoufe
بيتربك,Bitterbuck
نورا,Nora
لونغا,Llunga
شوالبنوينكيل,Schwalbenwinkel
تانوجا,Tanuja
هوغينارد,Huguenard
بلايكيبو,Blakeypoo
كومدن,Comden
دارناندو,Darnando
بيرادنغار,Beradingar
ادروكتسانغ,Adruktsang
واوكسفام,Oxfam
باماكا,Bamaka
باماكو,Bamako
خانيوال,Khanewal
ويلكس,Wilkes
غريش,Gresh
هانوفيلت,Hansfeldt
تراببي,Trabbi
انيخيل,Aneheel
ياعمران,Imran
غريست,Grest
بيهونغيدجي,Behounghedji
بالستاد,Balstad
موزلي,Mosely
ازريلي,Azrieli
ديورانت,Durarnt
اشتاكوف,Astakhov
برتون,Bertoon
بريسكنس,Breskens
موياك,Moyak
كامبيسينا,Campesina
واباخابولو,Wapakhabulo
فيلزنر,Felzner
وجيلفي,Ogilvy
زياد,Zeyad
غيتشل,Gitchell
ويتورث,Whitworth
بيكولا,Picula
سابوريتو,Saporito
باريسي,Barese
هنتلي,Huntley
دريكر,Dickricker
كونستنتين,Kostantin
هيرت,Hirt
بلاكتوب,Blacktop
كلينغنبيرغ,Klingenberg
فيسبي,Visby
هستادروت,Histadrut
كاماهونغيي,Kamahungye
بريز,Brez
هاركسن,Harksen
زوبي,Zuppi
نورثستار,Northstar
سيساي,Sesay
بوتشيلي,Bocelli
هويتز,Hoitz
كتشنغا,Katshinga
سكارباتو,Scarpato
داليندرو,Dalyndro
كوجان,Kogan
ريكسي,Rexie
غيزيلرابات,Gyzylarbat
نوكاك,Nukak
لونمان,Lonneman
راباجلياتي,Rabagliati
كاتلين,Katelyn
فايد,Fayed
فايز,Fayez
بيانديونغ,Piandiong
بونديني,Bundini
فاير,Fayer
كايدر,Keidar
غايبولودزون,Gaibullodzhon
بروفانس,Provence
باكتيا,Paktya
مانيتويش,Manitowish
انغلوفال,Anglovaal
سبايدس,Spades
سوبير,Subir
تانيوس,Tanios
واكوكو,Wacoyo
وايبيو,Waipio
نزي,Nze
سيبيل,Cybill
سوبين,Subin
ويلوس,Willows
كونونوف,Kononov
كامينسكي,Kaminski
معلولا,Malula
اديداس,Adidas
ميرغني,Mirghani
مالولو,Malulu
كامينيسكي,Kaminsky
غودو,Godo
شويبل,Schwebel
سوبرفن,Superfon
باناسونيك,Panasonic
لادونا,Ladonna
كوبلينز,Koblentz
ابليبوتوم,Applebottom
زيوبرو,Ziobro
بوركو,Borkou
فاندالاي,Vandelay
نياكاسيكا,Nyakasika
ماسييرا,Macieira
برادينتون,Bradenton
ولفسون,Wolfson
كينتا,Quinta
غلاسكو,Glasgow
بيالستوك,Bialystock
هغسون,Hughson
ماتزانو,Matazano
عبديكا,Abdeika
زيفوتا,Života
ستاينر,Steinar
فرانسيس,Frances
ستينام,Steinam
كريو,Cryo
بارتفيلد,Barttfeld
موانغا,Mwanga
باستيان,Bastian
مامتا,Mamta
سيكوبوابـو,Sikubwabwo
مايتورنام,Maitournam
تومبيني,Tombini
كرومدراي,Kromdraai
رودين,Rodyn
نفانتيا,Navantia
مالتا,Maliuta
باتراكاس,Patrakas
بارغواي,Paraguay
بريانا,Briana
ندولامب,Ndolamb
برياند,Briand
بيريو,Berriew
بوكر,Bocker
جانغ,Jiang
مارانزيلا,Maranzella
جاغوابيرو,Jaguapiru
نيري,Neri
نارسينغبور,Narsinghpur
نيرا,Nera
سلوبودانكا,Slobodanka
واتني,Watney
باوين,Baowen
ثوان,Thuan
لامبونغ,Lampung
كورونو,Kurono
ريدجوود,Ridgewood
افتون,Afton
جيداي,Jedi
سكـوت,Scott
كريانوف,Kiryanov
مارجاليت,Margalit
كونجاي,Kungai
ميغينسون,Megginson
دونوفا,Donova
بيركوف,Berkhoff
بيتونو,Pitono
سنبيرغ,Sunberg
تينبرجين,Tinbergen
تروهوي,Trohoe
مواليم,Mualem
ارثر,Arthur
كارمنثا,Carmenza
بروسيلس,Brussels
جبرين,Jabreen
رينكين,Renkin
لومب,Lomb
بهنام,Bihnam
هابرشون,Habershorn
ليمو,Lomo
انتونوف,Antonov
بيركمان,Berkman
روماك,Romack
لومو,Lomu
كومستاك,Comstock
باتيمي,Patemi
ماتيبيني,Matibini
يوسريل,Yusril
ماركوفيا,Markovia
كيرلي,Curley
ماريسو,Marreco
والوسكي,Wallowski
مانغلايانكول,Manglayankul
كابيل,Cabell
كابيلو,Cabelo
بايرام,Bajram
اكمن,Akman
ماكورت,Mccourt
الكمال,Akmal
ساكاريو,Sacario
مكوري,Mccoury
كماليش,Karmalesh
اريتامو,Aritomo
اندريزيا,Andresia
سكومي,Scomi
كيلاني,Keilani
بيرغمان,Bergman
سلومونوف,Solomonov
غروتس,Groots
فينتز,Vinetz
لاردو,Lardo
ليمبادا,Lembata
لوريا,Luria
باساي,Pasay
غوايمييس,Guaymies
سولتو,Soltau
كاجا,Kaja
الاندو,Alando
يونوهوماتشي,Yonohonmachi
بمبايوس,Pompeius
كيمانثا,Kimantha
ستيلي,Steeley
جيويت,Jewett
سكوربينا,Scorpina
جيانتون,Jeanton
سولنيكنوغورسك,Solnechnogorsk
ماريلا,Marela
نينا,Nina
غريتل,Gretel
رايكوف,Rykoff
بينس,Beans
نينغ,Ning
اكونا,Acuna
نيني,Nini
نينه,Ninh
كانوتو,Canuto
نينو,Nino
الينسكي,Alinksy
راتزان,Ratzan
جانكوم,Jancom
جياردينيلي,Giardinelli
نسرين,Nasreen
روملي,Romli
ناردي,Nardi
ناردو,Nardo
ماموكا,Mamuka
هالواي,Halloway
دالام,Dalam
دلال,Dalal
دالين,Dalan
دالاي,Dalai
دالاج,Dalaj
ديلينسي,Delancy
ليريك,Lerrick
هاوي,Hauwee
خانليلي,Khanlili
فيجياس,Phlegyas
سيستان,Sistan
مينداناو,Mindanao
بافكوفيتش,Pavković
ليتافرين,Litavrin
ماركوفيتش,Marković
هومبرو,Homebrew
بيبيريل,Peperel
كوابينا,Kwabena
دودينكا,Dudinka
دهرا,Dehra
باغس,Bugs
تاراكا,Taraka
بوغا,Buga
هوج,Hogg
فيلبري,Filbri
شيلون,Shilon
شيلوه,Shiloh
فاتشي,Vashey
اليمشيت,Alemshet
نيكولاي,Nikolai
موتاك,Mutek
تاراكي,Taraki
جيتو,Jeetoo
اكاديمي,Akademi
تونغلون,Tongloun
كري,Kree
بييرباولو,Pierpaolo
سابريتوث,Sabretooth
فيلاسكيز,Velazquez
يادل,Yadel
برودر,Bruder
فيركا,Ferka
ماميدياروف,Mammedyarov
ديميترا,Demetra
لوريستيان,Lorestian
بورغي,Borghi
ديميتري,Demetri
ادنجي,Adenji
مساليت,Massalit
فانشيلي,Fancelli
ادوتوم,Adutwum
هولوم,Hollom
فيدولا,Fidolia
افلونا,Avlona
رانيس,Ranis
ارنزت,Arnzt
ووارناسينا,Warnasena
غيسن,Gysin
ديولكتن,Diolacton
رانيم,Ranim
كوثربالي,Koothrapali
الفيار,Alvear
اياه,Ayeah
شارمان,Sharman
داربا,Darpa
وتر,Otr
فيجوس,Figgus
جيشي,Jieshi
فيينا,Vienna
موتاون,Motown
امغن,Amgen
فوكر,Focker
ياسمين,Yasmeen
نعومي,Naomi
باسو,Basu
كيفالوس,Cevallos
اميدار,Amidar
فيلوتاس,Filotas
برياوليت,Briault
ماتنسكي,Matinsky
باسا,Basa
سيكويا,Sequoia
باسو,Baso
ديرو,Diro
نيلسون,Neison
وينراب,Weinraub
ترمبلي,Trembley
سوبرا,Subra
زاكاتو,Zacato
برانمون,Brannamon
سارجي,Sargi
كرمانشاهتشي,Kermanchahtchi
لابوان,Labuan
ناكسالباري,Naxalbari
ميتزبه,Mitzpeh
اميلي,Amelie
موسوروني,Mussoroni
ديدمون,Dedmon
خانلار,Khanlar
غريمسون,Grimson
كلاريسا,Clarissa
كلاريس,Clarisse
نداي,Ndaye
كاباناس,Cabanas
هيلفرسوم,Hilversum
سنيسون,Sunesson
كيرتيس,Kerteis
سيفاك,Sevak
نيدرمان,Niederman
سيفان,Sevan
شواروزبام,Schwarzbaum
ساماخيا,Samakhya
سولواي,Soloway
افرامشيف,Avramchev
ديليرانتيس,Dilaurentis
بوين,Boyen
ماديامبال,Madiambal
بوكار,Pukar
سفيندبلاد,Svendblad
ماكفيلامي,Mcphilemy
كالاهان,Callahan
هابرمان,Habermann
تريمان,Treimann
روبنك,Rupnik
نينجا,Nindja
باييس,Pais
بوجي,Booji
جواهر,Jawarhar
تيربست,Terapist
جباليا,Jabalya
سفار,Safar
فيفير,Phifer
بادجلي,Badgley
مورمانسك,Murmansk
كومارافال,Kumaravel
انيفال,Anefal
كابيتالس,Capitals
مولفا,Mulva
كامراك,Carmac
ناكيتشينوفيتش,Nakićenović
كوباليتو,Copalito
كيسنغاني,Kisangani
بيرسيبوليس,Persepolis
كومو,Cuamo
فولتون,Fulton
غونزاليز,Gonzalez
كولومب,Collomb
نييل,Neil
بولمار,Polmar
كافانشان,Kafanchan
ديركسن,Derekson
ويلدا,Wilda
ويمشي,Wilde
راباهاننك,Rappahannock
ارين,Arren
بلانكو,Pilenko
بريتون,Breton
سيفران,Sevran
ليالابور,Lyallpur
رانجاني,Ranjani
ويندل,Wendall
كلودي,Clyde
بيلمان,Baleman
شافشفيبي,Shavshvebi
ستانزن,Stanzin
نوزيدا,Noseda
كـاري,Cary
شويا,Shuya
بيليكوفا,Belikova
داماسي,Damase
ماغنيسياس,Magnisias
فاستيراس,Vasteras
فتل,Ftl
جانتي,Jeanty
كارم,Carm
بيروتزي,Peruzzi
ستوتي,Stoute
كارا,Cara
بولي,Polly
بيسولو,Bessolo
هيكسون,Hickson
كاوناس,Kaunas
اكتيال,Acteal
ويدر,Wieder
هارييت,Harriet
جياهو,Jiahu
بوللي,Polle
شاجويل,Shagwell
زيغلوف,Zheglov
ماركيل,Markel
كولستون,Colston
ماركي,Markey
وينتربوب,Winterpop
ماركس,Markes
نيبزابدساغ,Nepszabadsag
ادياتويدي,Adiyatwidi
ارتيبونيتو,Artibonito
كولوتوخين,Kolotukhin
لينيت,Lynette
بقرادونيان,Pakradounian
بيضون,Beydoun
كابلينسكي,Kaplinsky
دوست,Dost
كومبا,Cumba
غونز,Gontz
تابيتا,Tabita
فوروس,Voros
ويكسن,Weixin
رامبراساد,Ramprasad
ليبويتز,Leibowitz
يوتلسات,Intelsat
فيليس,Phillis
مونسي,Munsey
باركيسيميتو,Barquisimeto
رادوم,Radom
يانكيو,Yanqiu
دولبن,Dolben
كيونججين,Kyungjin
كلاتوزيشفيلي,Kalatozishvili
ليكود,Likud
موريموتو,Morimoto
فالاوريس,Vallauris
زوكوفسكاي,Zukovsky
بوهانغ,Pohang
رابسون,Rabson
ماني,Manni
تيستي,Tastee
مبي,Mbi
كاتيتو,Katito
مبونجو,Mbonjo
مبا,Mba
كومبيتارا,Cumbitara
لينارا,Linara
سبارمان,Sparman
مبو,Mbu
موبودي,Mobudi
ريدي,Reidy
كاكاريكا,Cacarica
موفادو,Movado
سلانسكي,Slansky
بيبيان,Bibian
ستيتسي,Steetsy
هارلاند,Harland
ويبي,Wipey
مارسا,Marsa
نجمي,Nijmi
براندي,Brandi
بايواتش,Baywatch
براندل,Brandl
بريندا,Branda
رانين,Runyen
كلينغندايل,Clingendael
باين,Payne
وانلي,Winsley
اغبوتون,Agboton
ماربرو,Marbro
بابيتا,Babita
براندس,Brands
هويستا,Huista
ماستاكي,Mastaki
ستيبفورد,Stepford
وينسلت,Winslet
وو,Oo
غلادسون,Gladson
بوزي,Buzi
بوزي,Buze
اليديا,Aledia
ترايغن,Trygen
ولثام,Waltham
بريزنر,Brezner
برزنيف,Breznev
تيزوان,Tizwin
بيتراوسكي,Petrowski
سينتا,Sinta
سبينكلر,Springler
بريزبو,Prezbo
كيسوود,Kesswood
فريهاف,Freehauf
فيباسانا,Vipassana
ريبليكيتور,Replicator
فريدونيا,Freedonia
لالاه,Lallah
يعقوب,Yacob
باناباسي,Panapasi
هارجان,Harjan
كريديت,Kredit
ياكوف,Yacov
فرانتـا,Frana
تاكيو,Takeo
كليج,Cliegg
نيشوموتو,Nishimoto
فيلادلفي,Philadelphi
شانيل,Shanel
روزتا,Rosta
فرانس,Frans
ساداناند,Sadanand
فرانز,Franz
راتنابورا,Ratnapura
سكالي,Sculley
هيلماوث,Hellmouth
كوبوري,Koppori
مابري,Mabri
لايتنر,Lightner
ديغنيجاي,Digvijay
كابول,Kabul
هيلا,Hella
كالكوت,Kalkot
لويتكينهورست,Luetkenhorst
فيتيا,Vitya
هيلي,Helle
مابري,Mabry
راجيش,Rajesh
بروف,Broff
لينجنـان,Lingnan
امادو,Amado
تورفي,Torvi
نيليان,Neilan
مافيكينغ,Mafekeng
دايغو,Daigo
واويل,Aweil
فيريويثير,Ferryweather
كيليكداروجلو,Kilicdaroglu
وينيتكا,Winnetka
بانتوان,Padawan
ريكان,Rican
موتاكي,Moteke
ديسمارياس,Desmarais
رابيرو,Rabeiro
باندورو,Pandoro
مكروري,Mccrory
كورفاليس,Corvallis
فيبورا,Vibora
رينا,Rina
غولتيف,Goltyaev
بيليكانو,Pellicano
كايتي,Katie
ساولونا,Saolona
ليفايني,Lèvaynè
ديما,Dima
بورتوكاريرو,Portocarrero
بييترافويا,Pietravoia
ديمي,Dimi
ديمو,Dimo
كاتزمان,Katzman
كوباسوس,Kopassus
بورين,Borren
اخمد,Akhmed
غريمبل,Grimpel
ماكدريمي,Mcdreamy
كامبستون,Campston
فينرمان,Fenerman
بنفيستيتي,Benvestisti
ناتشيز,Natchez
بارزاجا,Barzaga
اوري,Aure
فينغ,Vingh
ميينت,Myint
اراكاتوبا,Aracatuba
كازاختسان,Kazakhstan
اوري,Auri
فينج,Vinge
فلوريس,Fluries
شليغل,Schlegel
موسومبا,Musumba
تيا,Tia
موتولو,Mutolo
لوكسلي,Locksley
مينيرا,Minera
بيليمان,Peleman
ابهاي,Abhay
كينسوكي,Kensuke
ابيب,Apep
بارينجر,Barringer
راستروخوس,Rastrojos
ميليلاني,Mililani
موكندي,Mukendi
دبرناردي,Debernardi
وينقل,Weill
فينينهو,Fininho
هيتام,Hitam
شيمونوفتشي,Shimonofuchi
بوليغال,Puligal
جاونو,Jawono
هويرتاس,Huertas
سكاروسا,Skarosa
مرشينغ,Mershing
اتيش,Aatish
سينول,Senol
سانثوش,Santhosh
غيفارت,Gephardt
سينور,Senor
بيرساد,Persad
توداي,Tudai
بيرسان,Persan
باكزيوسكي,Baczewski
موشواو,Mushuau
تيفا,Teva
لارتشمونت,Larchmont
لونغوود,Longwood
راندازو,Randazzo
ناماسو,Namasasu
تيفي,Tevi
اليزيس,Alezais
تونغرين,Tongren
ديفيري,Devery
تووي,Tuui
واتارو,Wataru
ديفيرس,Devers
غوانغجيان,Guangjian
ملخاز,Malkhaz
بورنجر,Bohringer
ديميرالب,Demiralp
غافان,Gavan
روسلين,Rosslyn
لارابيس,Larabees
دوبا,Douba
بيكتون,Picton
سكوييا,Skweyiya
تارديس,Tardis
بوباكار,Bubacarr
بورقمن,Borgmann
ديبيفيك,Debevec
بريسيبانتس,Prissypants
ستانيك,Staneck
بريمبوتوم,Primbotom
سادتشيستر,Sadchester
كوسبي,Causby
بيثاس,Pithus
باشميلاه,Bashmilah
اركام,Arkham
امبليوما,Amblyomma
ديكنسون,Dickinson
ماركو,Marko
ليكي,Leekie
مونود,Monod
بوزيدونيا,Posidonia
مونون,Monon
ماليوس,Maleus
بيتسي,Pittsie
تيمون,Timoun
جاكوبس,Jaqobis
غوانزا,Gwaunza
بولنس,Bulnes
الرشيدي,Alrashidi
ماهوفي,Mahouve
ميماراكيس,Meimarakis
مولافي,Molavi
كيزيلكال,Kizilkal
فرولوف,Frolov
سكاز,Skaz
راستغار,Rastegar
كلوبين,Clopin
كونا,Cunha
ياتين,Yeaten
هالبرت,Halpert
روكوم,Rukum
ماياك,Myeik
شاهوري,Shahuri
هولسوورث,Hollsworth
سافيدرا,Saavedra
نورنبرغ,Nornberg
كراوت,Krout
لوهرمانن,Luhrmann
بهافان,Bhavan
هاليوا,Haliewa
بارتولوميو,Bartolomeu
باراناغوا,Paranagua
روزيتش,Rosić
تولسكي,Tulsky
تاييبوا,Tayebwa
برازيليا,Brasilia
مينادو,Minadeo
نيماتيزاديه,Nematizadeh
كزاريان,Kazarian
فوتورو,Futuro
مكلوسكي,Mccloskey
بيهاريوفا,Bihariova
فومبوني,Fomboni
تييسو,Tiesso
يوبوس,Eupos
الير,Alier
بيديني,Pedini
باهلين,Bahlen
بيفرلي,Beverley
كاكو,Kakou
مبوكولو,Mpokolo
ستانديربير,Standingbear
تيتا,Tita
بريجناث,Brijnath
ناتس,Nats
تيتو,Tito
خليلي,Khalili
اداراند,Adarand
ناسدا,Nasda
دافلاتوف,Davlatov
سيلزنيوف,Seleznev
تيتس,Tits
كالكت,Calcutt
كانجيو,Kangyo
فيلاوود,Villawood
بطيبي,Batebi
والوبيتا,Walubita
بانتيرو,Pantiru
امونيوس,Ammonius
سولف,Solf
ماسامي,Masami
بلوندي,Blondie
ناتو,Nato
ستراوس,Strausse
سولي,Soly
كامينيتشا,Kamenica
نافاريتي,Navarrete
كتاجيري,Katagiri
لابورتا,Laporta
براكتو,Barracto
بارفيز,Parviz
